1	-1.11487	
2	-1.02235	
3	-0.938494	
4	-0.84312	
5	-0.7688	
6	-0.702078	
7	-0.612994	
8	-0.544474	
9	-0.483105	
10	-0.416712	
11	-0.359679	
12	-0.307771	
13	-0.26698	
14	-0.219426	
15	-0.186164	
16	-0.125048	
17	-0.0963769	
18	-0.0665129	
19	-0.0498104	
20	-0.0259193	
21	-0.0140049	
22	0.00268594	
23	0.00204853	
24	0.01547	
25	0.0303424	
26	0.0305114	
27	0.0147946	
28	0.00438129	
29	-0.0157934	
30	-0.0371279	
31	-0.0478736	
32	-0.0830474	
33	-0.108972	
34	-0.140511	
35	-0.16342	
36	-0.200062	
37	-0.249021	
38	-0.328042	
39	-0.364422	
40	-0.420819	
41	-0.477146	
42	-0.550317	
43	-0.617925	
44	-0.695446	
45	-0.765531	
46	-0.841159	
47	-0.926528	
48	-1.01587	
49	-1.11262	
