1	-138.749	
2	-137.54	
3	-136.344	
4	-135.134	
5	-133.95	
6	-132.75	
7	-131.579	
8	-130.395	
9	-129.217	
10	-128.061	
11	-126.887	
12	-125.731	
13	-124.559	
14	-123.432	
15	-122.279	
16	-121.187	
17	-120.046	
18	-118.914	
19	-117.808	
20	-116.675	
21	-115.543	
22	-114.459	
23	-113.347	
24	-112.264	
25	-111.153	
26	-110.068	
27	-109.004	
28	-107.932	
29	-106.85	
30	-105.839	
31	-104.732	
32	-103.688	
33	-102.685	
34	-101.637	
35	-100.592	
36	-99.5457	
37	-98.5025	
38	-97.514	
39	-96.4922	
40	-95.474	
41	-94.467	
42	-93.4956	
43	-92.4955	
44	-91.5165	
45	-90.4927	
46	-89.5277	
47	-88.5134	
48	-87.6122	
49	-86.6251	
50	-85.6671	
51	-84.7401	
52	-83.7986	
53	-82.8215	
54	-81.9374	
55	-80.9803	
56	-80.0751	
57	-79.1323	
58	-78.2533	
59	-77.3074	
60	-76.3969	
61	-75.4903	
62	-74.6416	
63	-73.7144	
64	-72.8327	
65	-71.9899	
66	-71.0915	
67	-70.2446	
68	-69.3366	
69	-68.4558	
70	-67.7377	
71	-66.8335	
72	-65.9456	
73	-65.1422	
74	-64.2995	
75	-63.518	
76	-62.662	
77	-61.8743	
78	-61.0424	
79	-60.2447	
80	-59.4567	
81	-58.6584	
82	-57.8588	
83	-57.1111	
84	-56.2989	
85	-55.5646	
86	-54.7734	
87	-54.0312	
88	-53.263	
89	-52.5016	
90	-51.7822	
91	-51.0188	
92	-50.3291	
93	-49.5743	
94	-48.8749	
95	-48.1203	
96	-47.4213	
97	-46.7046	
98	-46.0032	
99	-45.2668	
100	-44.6177	
101	-43.8981	
102	-43.2514	
103	-42.5997	
104	-41.8969	
105	-41.2762	
106	-40.5781	
