1	-2.68233	
2	-2.48727	
3	-2.2976	
4	-2.10754	
5	-1.93446	
6	-1.76293	
7	-1.60918	
8	-1.45972	
9	-1.3123	
10	-1.17906	
11	-1.03891	
12	-0.925196	
13	-0.796766	
14	-0.696396	
15	-0.59043	
16	-0.496859	
17	-0.411355	
18	-0.346478	
19	-0.257397	
20	-0.204838	
21	-0.130671	
22	-0.0747815	
23	-0.0386267	
24	-0.00947116	
25	0.0173931	
26	0.0418787	
27	0.0572359	
28	0.0573383	
29	0.0537129	
30	0.051696	
31	0.0455983	
32	0.0105268	
33	-0.0225611	
34	-0.0491963	
35	-0.107846	
36	-0.163842	
37	-0.21807	
38	-0.286662	
39	-0.356271	
40	-0.448508	
41	-0.534749	
42	-0.623593	
43	-0.73766	
44	-0.838589	
45	-0.961525	
46	-1.07579	
47	-1.21842	
48	-1.36332	
49	-1.50825	
50	-1.65764	
51	-1.82821	
52	-1.99512	
53	-2.17244	
54	-2.35869	
55	-2.55485	
56	-2.74903	
57	-2.95861	
58	-3.16846	
59	-3.39016	
